,info,specification,self_intro
0, IT ,"수도권 4년 / 컴퓨터공학과 / 학점 3.75 / 토익스피킹 레벨5 / 인턴2, 대외2","
품질경영, R&D, IT, 서비스 개발, 업무프로세스 개선, 디지털 사이니지, 패널재고관리시스템, IT기반, 안정적 관리, SW개발자"
0, 연구개발 ,수도권 / 기계과 / 학점 3.62 / 토익 905,"
창의성, 근성, 끈질김, 독자적 기술력 확보, 성장 가능성, 친환경 차 생산, 발전 가능성, 기술력 확보, 직무 전문가, 자동차 기술"
0, LSI 연구개발직 ,경희대학교 / 전자공학과 / 학점 3.6 / 토익스피킹 레벨5,"
1. SOC
2. 파운더리 사업
3. CMOS 센서
4. 카메라
5. 이미지센서
6. 연구
7. 개발
8. LSI 사업부
9. 통신
10. 전공수업"
0, 영업 ,서울 중상위권 대학교 / 학점 3.84 / 토익 905 / 공모전 입상,"
time management, people management, leadership, planning, decision making, communication, teamwork, efficiency, adaptability, market research"
0, R&D ,서울 중하위 / 전자과 / 학점 4.5 / 토익 935,"
oled tv, research and development, challenge, creativity, diffraction, projection, hologram, infotainment, transparent display, contribution"
0, 공정,"수도권 공대 / 기계 / 학점 4 / 토익 855, 토스130(lv6) / 봉사활동","
Machine design, Mechanical vibration, Mechanism, Machining, Materials science, Circuit design, Communication, Project management, Teamwork, Problem-solving"
0, panel 공정 ,"인하대학교 / 신소재공학과 / 학점 3.8 / 토익: , 토익스피킹: 140 / Lv6, 오픽: , 기타: / 사회생활 경험: 인턴 1회 / 축구부, 봉사활동, 학부연구생 / 한국사검정시험: , 컴퓨터활용능력: , 기타: 운전면허자격증 보통2급","
1. 반도체 공정설계, 반도체 공정 실습, TFT 제작, MOS capacitor 제작, recipe, 반도체식 가스센서, 설계 능력, 실험, 분석, 가스센서 개선"
0, 설비,"서울중상위권 / 기계 / 학점 3.15 / 토익스피킹 레벨5 / 공모전 2회, 수상봉사활동1회","
1. Positive Attitude
2. Teamwork
3. Leadership
4. Effective Communication
5. Problem-solving
6. Research skills
7. Adaptability
8. Dedication
9. Analytical Thinking
10. Technical Knowledge"
0, 영업 ,"경희대 / 문화관광콘텐츠 / 학점 4.18 / 토익 950 / KT인턴, 홈플러스 현장연수","
Teamwork, Communication, Problem Solving, Planning, Execution, Analytical Thinking, Customer Service, Sales, Marketing, Presentation"
0, 토목 ,"한경대학교 / 학점 4.1 / 토익 925점 / 컴퓨터활용능력 1급, 한국사능력검정 2급, 토목기사","


주택건설, 토목기술사, 건설안전기사, 토목관련 학과, 수석, 토목기술사 자격증, 토익 공부, 안전의 중요성, 토목구조물, 발표"
0, 경영지원 ,"지거국 / 경영학과 / 학점 3.97 / 토익 910 / 봉사활동 100여시간, 동아리 활동 등","
성실함, 조직력, 끈기, 인간중심 가치관, 비전2020, 수소차, 라이프 스타일 혁신, 차별성, 기술 개발, 포괄적 서비스 제공"
0, 사무 ,"영남대 / 일어일문학 / 학점 3.77/4.5 / 토익: , 토익스피킹: 140/레벨6, 오픽: , 기타: / 사회생활 경험: / 한국사검정시험: 고급, 컴퓨터활용능력: 1급, 기타:","

소통, 협력, 의사소통, 니즈 파악, 대화, 대국민 인식제고, 홍보, SNS 활용, 성장, 동반성장"
